Источник,Территория,Ключевое слово,Название,Год от,Год до,URL,Описание
gpib,Рославльский уезд,план,ПоквартальныйпланСмоленска,,,http://elib.shpl.ru/ru/nodes/89503,
gpib,Рославльский уезд,план,Карта Хвалынскогоуезда,,,http://elib.shpl.ru/ru/nodes/54003,
gpib,Рославльский уезд,план,Карта Царицынскогоуезда,,,http://elib.shpl.ru/ru/nodes/54005,
gpib,Рославльский уезд,план,Карта БалашовскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53940,
gpib,Рославльский уезд,план,Карта ВольскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53942,
gpib,Рославльский уезд,план,Карта КамышинскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53944,
gpib,Рославльский уезд,план,Карта КузнецкогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53946,
gpib,Рославльский уезд,план,Карта СаратовскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53948,
gpib,Рославльский уезд,план,"Новыйплан-путеводитель по городу Петрограду, исправленный на 1916 год. Напланеобозначены номера домов",1916,1916,http://elib.shpl.ru/ru/nodes/19616,
gpib,Рославльский уезд,план,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Рославльский уезд,план,Планы,,,http://elib.shpl.ru/ru/nodes/51872,
gpib,Рославльский уезд,атлас,Фрагмент карты «Polus Arcticus» изатласа«Atlas Sive Cosmographicae Meditationes de Fabrica  Mundi et,,,http://elib.shpl.ru/ru/nodes/114080,
gpib,Рославльский уезд,атлас,"АтласКалужского наместничества, состоящего из двенадцати городов иуездов... Описании и алфавиты к Калужскому",,,http://elib.shpl.ru/ru/nodes/100774,
gpib,Рославльский уезд,атлас,"Карманный почтовыйатласвсей Российской империи, разделенной на губернии, с показанием главных почтовых",,,http://elib.shpl.ru/ru/nodes/20691,
gpib,Рославльский уезд,атлас,[Атлас]. - 1854.,1854,1854,http://elib.shpl.ru/ru/nodes/82245,
gpib,Рославльский уезд,атлас,"Эмпирические законы действия русского суда присяжных : (сатласом). - М., 1896.",1896,1896,http://elib.shpl.ru/ru/nodes/3064,
gpib,Рославльский уезд,атлас,«Russia» изатласа«Atlas Sive Cosmographicae Meditationes de Fabrica Mundi et Fabricati Figura ; Orbis,,,http://elib.shpl.ru/ru/nodes/114083,
gpib,Рославльский уезд,атлас,"Клепиков С. А. Сельское хозяйство России в цифрах : [атласдиаграмм и картограмм]. - М., [1924].",1924,1924,http://elib.shpl.ru/ru/nodes/24106,
gpib,Рославльский уезд,атлас,"Карта Юхновскогоуезда1887 г. (Смоленская губерния), р. Вязьма",,,http://elib.shpl.ru/ru/nodes/114554,
gpib,Рославльский уезд,атлас,Карта ДорогобужскогоуездаСмоленской губернии 1888 г.,1888,1888,http://elib.shpl.ru/ru/nodes/114570,
gpib,Рославльский уезд,атлас,"А. Ф. Географический и статистический карманныйатласРоссии. - СПб., 1907.",1907,1907,http://elib.shpl.ru/ru/nodes/72362,
gpib,Рославльский уезд,атлас,"Карманный почтовойатласРоссийской империи, разделенный на губернии, с показанием главных почтовых дорог",,,http://elib.shpl.ru/ru/nodes/100587,
gpib,Рославльский уезд,атлас,[Атласиллюстраций и карт. – 1802].,1802,1802,http://elib.shpl.ru/ru/nodes/100502,
gpib,Рославльский уезд,атлас,"Статистическийатласгорода Москвы. - М., 1890.",1890,1890,http://elib.shpl.ru/ru/nodes/70657,
gpib,Рославльский уезд,атлас,"Статистическийатласгорода Москвы. -  М., 1887.",1887,1887,http://elib.shpl.ru/ru/nodes/70658,
gpib,Рославльский уезд,атлас,Атлассражений 1866 г. в Австрии №8,1866,1866,http://elib.shpl.ru/ru/nodes/55640,
gpib,Рославльский уезд,атлас,Описание рыболовства в северо-западных озерах :  сатласомчертежей и рисунков. - 1875.,1875,1875,http://elib.shpl.ru/ru/nodes/90214,
gpib,Рославльский уезд,атлас,Описание рыболовства на Черном и Азовском морях : сатласомчертежей и рисунков. - 1871.,1871,1871,http://elib.shpl.ru/ru/nodes/90213,
gpib,Рославльский уезд,атлас,Цылов Н. И.Атласгорода Царского села : с планами города и императорских садов и парков : с подробным,,,http://elib.shpl.ru/ru/nodes/34312,
gpib,Рославльский уезд,атлас,Богодуховскийуезд: земские дачи,,,http://elib.shpl.ru/ru/nodes/116593,
gpib,Рославльский уезд,атлас,"Де-Лазари А. Н. Мировая война 1914-1918 гг. :атлассхем к труду А. Зайончковского. - М., 1924.",1914,1924,http://elib.shpl.ru/ru/nodes/90817,
gpib,Рославльский уезд,атлас,Атлассражений 1861-1865 гг. в Северной Америке,1861,1865,http://elib.shpl.ru/ru/nodes/55664,
gpib,Рославльский уезд,атлас,"Озеров И. Х.Атласдиаграмм по экономическим вопросам. - М., 1908-1909.",1908,1909,http://elib.shpl.ru/ru/nodes/88920,
gpib,Рославльский уезд,атлас,"Бородин Н. А. СтатистическийатласУральского казачьего войска. - [СПб.], 1885.",1885,1885,http://elib.shpl.ru/ru/nodes/40847,
gpib,Рославльский уезд,атлас,"Новый карманныйатласЗемного шара. – СПб., 1834.",1834,1834,http://elib.shpl.ru/ru/nodes/112192,
gpib,Рославльский уезд,атлас,"Стат градского благочиния или полиции Новгородского наместничества губернского города. – СПб., 1782.",1782,1782,http://elib.shpl.ru/ru/nodes/92338,
gpib,Рославльский уезд,атлас,Словарь географическо-статистический ЧердынскогоуездаПермской губернии : с приложением карты бассейна,,,http://elib.shpl.ru/ru/nodes/84389,
gpib,Рославльский уезд,атлас,"Водный бассейн р. Пехорки , схема И. К. Бахтиной",,,http://elib.shpl.ru/ru/nodes/109547,
gpib,Рославльский уезд,атлас,Инструментальная военно-топографическая съемка Московской губернии в окресностях г. Москвы 1838 г.,1838,1838,http://elib.shpl.ru/ru/nodes/109548,
gpib,Рославльский уезд,атлас,"генеалогический, хронологический, географический,атласг. Лесажа. – СПб., 1809.",1809,1809,http://elib.shpl.ru/ru/nodes/101104,
gpib,Рославльский уезд,атлас,Карта Аткарскогоуезда,,,http://elib.shpl.ru/ru/nodes/53604,
gpib,Рославльский уезд,атлас,Карта Хвалынскогоуезда,,,http://elib.shpl.ru/ru/nodes/54003,
gpib,Рославльский уезд,атлас,Карта Царицынскогоуезда,,,http://elib.shpl.ru/ru/nodes/54005,
gpib,Рославльский уезд,атлас,Карта БалашовскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53940,
gpib,Рославльский уезд,атлас,Карта ВольскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53942,
gpib,Рославльский уезд,атлас,Карта КамышинскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53944,
gpib,Рославльский уезд,атлас,Карта КузнецкогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53946,
gpib,Рославльский уезд,атлас,Карта СаратовскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53948,
gpib,Рославльский уезд,атлас,"АтласРоссийской империи, изданный для употребления юношества в 1794 [году] в Санктпетербурге. - [СПб",1794,1794,http://elib.shpl.ru/ru/nodes/14502,
gpib,Рославльский уезд,атлас,"Атласстатистический округов Украинского военного поселения. - Б. м., 1852.",1852,1852,http://elib.shpl.ru/ru/nodes/72363,
gpib,Рославльский уезд,атлас,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Рославльский уезд,атлас,Ч. 4. Кн. 1 : [атласчертежей]. - [1898].,1898,1898,http://elib.shpl.ru/ru/nodes/25973,
gpib,Рославльский уезд,атлас,"Ильин А. А. Опыт статистическогоатласаРоссийской империи. - СПб., 1874.",1874,1874,http://elib.shpl.ru/ru/nodes/71827,
gpib,Рославльский уезд,атлас,"Атласнормальных чертежей сооружениям по ведомству Министерства государственных имуществ. - СПб., 1842",1842,1842,http://elib.shpl.ru/ru/nodes/76676,
gpib,Рославльский уезд,атлас,Часть карты Московии и Тартарии изатласаСансона,,,http://elib.shpl.ru/ru/nodes/55479,
gpib,Рославльский уезд,топографическая,Инструментальная военно-топографическаясъемка Московской губернии в окресностях г. Москвы 1838 г.,1838,1838,http://elib.shpl.ru/ru/nodes/109548,
gpib,Рославльский уезд,топографическая,Остров Геркулес натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109255,
gpib,Рославльский уезд,топографическая,Военно-топографическаякарта БогодуховскогоуездаХарьковской губернии,,,http://elib.shpl.ru/ru/nodes/116594,
gpib,Рославльский уезд,топографическая,Мыс Арктический натопографическойкарте 1950-х гг.,1950,1950,http://elib.shpl.ru/ru/nodes/109284,
gpib,Рославльский уезд,топографическая,Мыс Вильда натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109257,
gpib,Рославльский уезд,топографическая,Полуостров Прончищевой натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109263,
gpib,Рославльский уезд,топографическая,"Сборник географических,топографическихи статистических материалов по Азии. - СПб. 1883-1914.",1883,1914,http://elib.shpl.ru/ru/nodes/53726,
gpib,Рославльский уезд,топографическая,Мыс Медвежий Яр натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109262,
gpib,Рославльский уезд,топографическая,Остров Каминского Большой натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109260,
gpib,Рославльский уезд,топографическая,Остров Вардроппера натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109258,
gpib,Рославльский уезд,топографическая,Полуостров Михайлова натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109259,
gpib,Рославльский уезд,топографическая,Район мыса Стерлегова натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109254,
gpib,Рославльский уезд,топографическая,"Карта Юхновскогоуезда1887 г. (Смоленская губерния), р. Вязьма",,,http://elib.shpl.ru/ru/nodes/114554,
gpib,Рославльский уезд,топографическая,Карта ДорогобужскогоуездаСмоленской губернии 1888 г.,1888,1888,http://elib.shpl.ru/ru/nodes/114570,
gpib,Рославльский уезд,топографическая,Топографическийплан Ираклийского полуострова,,,http://elib.shpl.ru/ru/nodes/79854,
gpib,Рославльский уезд,топографическая,Копия военно-топографическойкарты,,,http://elib.shpl.ru/ru/nodes/59629,
gpib,Рославльский уезд,топографическая,"Река Бобр и ее долина : военно-топографическийочерк. – Варшава, 1900.",1900,1900,http://elib.shpl.ru/ru/nodes/97293,
gpib,Рославльский уезд,топографическая,"Река Бобр и ее долина : военно-топографическоеисследование. – Вильна, 1900.",1900,1900,http://elib.shpl.ru/ru/nodes/97294,
gpib,Рославльский уезд,топографическая,1 : Риго-Шавельский район.- Отд.1 : Военно-топографическийочерк. – 1901.,1901,1901,http://elib.shpl.ru/ru/nodes/97416,
gpib,Рославльский уезд,топографическая,Военно-топографическаякарта генерального штаба: р. Волга,,,http://elib.shpl.ru/ru/nodes/115201,
gpib,Рославльский уезд,топографическая,Военно-топографическаякарта генерального штаба: р. Иловля,,,http://elib.shpl.ru/ru/nodes/115202,
gpib,Рославльский уезд,топографическая,Военно-топографическаякарта генерального штаба: р. Иловля,,,http://elib.shpl.ru/ru/nodes/115208,
gpib,Рославльский уезд,топографическая,"Кавказом в статистическом, этнографическом,топографическоми финансовом отношениях : произведенное и изданное",,,http://elib.shpl.ru/ru/nodes/70312,
gpib,Рославльский уезд,топографическая,Краткие медико-топографическиесведения о старорусских соляных источниках : (с приложением планов города,,,http://elib.shpl.ru/ru/nodes/46020,
gpib,Рославльский уезд,топографическая,Богодуховскийуезд: земские дачи,,,http://elib.shpl.ru/ru/nodes/116593,
gpib,Рославльский уезд,топографическая,"Краткий военно-топографическийочерк крепости Владивосток и ее района. – Владивосток, 1899.",1899,1899,http://elib.shpl.ru/ru/nodes/100161,
gpib,Рославльский уезд,топографическая,Вып. 5 : Минометы; Служба связи; Военно-топографическаяслужба; Санитарная служба; Подготовка войск;,,,http://elib.shpl.ru/ru/nodes/17537,
gpib,Рославльский уезд,топографическая,"Стат градского благочиния или полиции Новгородского наместничества губернского города. – СПб., 1782.",1782,1782,http://elib.shpl.ru/ru/nodes/92338,
gpib,Рославльский уезд,топографическая,Словарь географическо-статистический ЧердынскогоуездаПермской губернии : с приложением карты бассейна,,,http://elib.shpl.ru/ru/nodes/84389,
gpib,Рославльский уезд,топографическая,"Водный бассейн р. Пехорки , схема И. К. Бахтиной",,,http://elib.shpl.ru/ru/nodes/109547,
gpib,Рославльский уезд,топографическая,"Юрьев Д.Топографическоеописание Северного Урала, исследованного Уральскою экспедицией в 1847 и 1848",1847,1848,http://elib.shpl.ru/ru/nodes/12173,
gpib,Рославльский уезд,топографическая,"казенных зданий : составленное по официальнымтопографическимсведениям и документам. - М., 1846.",1846,1846,http://elib.shpl.ru/ru/nodes/13960,
gpib,Рославльский уезд,топографическая,Карта Аткарскогоуезда,,,http://elib.shpl.ru/ru/nodes/53604,
gpib,Рославльский уезд,топографическая,Карта Хвалынскогоуезда,,,http://elib.shpl.ru/ru/nodes/54003,
gpib,Рославльский уезд,топографическая,Карта Царицынскогоуезда,,,http://elib.shpl.ru/ru/nodes/54005,
gpib,Рославльский уезд,топографическая,Карта БалашовскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53940,
gpib,Рославльский уезд,топографическая,Карта ВольскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53942,
gpib,Рославльский уезд,топографическая,Карта КамышинскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53944,
gpib,Рославльский уезд,топографическая,Карта КузнецкогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53946,
gpib,Рославльский уезд,топографическая,Карта СаратовскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53948,
gpib,Рославльский уезд,топографическая,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Рославльский уезд,топографическая,Отчетная карта Северного Урала. 1847-1848 гг.,1847,1848,http://elib.shpl.ru/ru/nodes/15198,
gpib,Рославльский уезд,топографическая,План города Березова,,,http://elib.shpl.ru/ru/nodes/13088,
gpib,Рославльский уезд,топографическая,"П. Девять губерний Западно-Русского края втопографическом, геогностическом, статистическом, экономическом",,,http://elib.shpl.ru/ru/nodes/22621,
gpib,Рославльский уезд,топографическая,"его соляно-минеральные источники в медико-топографическом, физико-химическом и врачебном отношениях,",,,http://elib.shpl.ru/ru/nodes/46325,
gpib,Рославльский уезд,топографическая,"Военно-топографическаякарта генерального штаба 1892 г. : Р. Волга, Астраханская губерния",1892,1892,http://elib.shpl.ru/ru/nodes/115174,
gpib,Смоленский уезд,карта,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Смоленский уезд,карта,КартаДорогобужскогоуездаСмоленскойгубернии 1888 г.,1888,1888,http://elib.shpl.ru/ru/nodes/114570,
gpib,Смоленский уезд,карта,КартаСмоленска,,,http://elib.shpl.ru/ru/nodes/76004,
gpib,Смоленский уезд,карта,КартаСмоленскойгубернии,,,http://elib.shpl.ru/ru/nodes/56508,
gpib,Смоленский уезд,карта,КартаСмоленскойгубернии,,,http://elib.shpl.ru/ru/nodes/113427,
gpib,Смоленский уезд,карта,Карта«North Atlantic» (Северная Атлантика) Вильям Борро1576 г.,,,http://elib.shpl.ru/ru/nodes/114065,
gpib,Смоленский уезд,карта,"КартаЮхновскогоуезда1887 г. (Смоленскаягуберния), р. Вязьма",,,http://elib.shpl.ru/ru/nodes/114554,
gpib,Смоленский уезд,карта,"империалистическая война. 1914-1918. Подробная карманнаякартавоенных действий. - М., [1915].",1914,1918,http://elib.shpl.ru/ru/nodes/19216,
gpib,Смоленский уезд,карта,КартаДжевадскогоуезда,,,http://elib.shpl.ru/ru/nodes/56574,
gpib,Смоленский уезд,карта,КартаАткарскогоуезда,,,http://elib.shpl.ru/ru/nodes/53604,
gpib,Смоленский уезд,карта,КартаХвалынскогоуезда,,,http://elib.shpl.ru/ru/nodes/54003,
gpib,Смоленский уезд,карта,КартаЦарицынскогоуезда,,,http://elib.shpl.ru/ru/nodes/54005,
gpib,Смоленский уезд,карта,"Добрынкин Н. Г. Поверстник ккартеМуромскогоуезда(Владимирской губернии). - Муром, 1877.",1877,1877,http://elib.shpl.ru/ru/nodes/56246,
gpib,Смоленский уезд,карта,"Фрагменткарты«Nova absolutaque Russiae, Moscoviae et Tartariae Descriptio. Authore Antonio Jenkinsono",,,http://elib.shpl.ru/ru/nodes/114048,
gpib,Смоленский уезд,карта,«Russia» из атласа «Atlas Sive Cosmographicae Meditationes de Fabrica Mundi et Fabricati Figura ; Orbis Terrae Compendiosa Descriptio Ex peristissimorum totius orbis Gaeographorum operibus desumpta,,,http://elib.shpl.ru/ru/nodes/114083,
gpib,Смоленский уезд,карта,"Карта«A coloured manuscript map of the coasts of Norway, Lapland and North West Russia, by William Borough",,,http://elib.shpl.ru/ru/nodes/114047,
gpib,Смоленский уезд,карта,Карта«A chart of the coasts of Great Britain and the east coast of Ireland» (Картаберегов Великобритании,,,http://elib.shpl.ru/ru/nodes/114063,
gpib,Смоленский уезд,карта,Фрагменткарты«Orbis Terrae Compendiosa Descriptio Quam ex Magna  Universali Mercatoris <. . .> MDLXXXVII»,,,http://elib.shpl.ru/ru/nodes/114067,
gpib,Смоленский уезд,карта,"План земель г.Смоленск, смежных с выгонными землями и казенными дачами. Рубеж XVIII–XIX вв.",,,http://elib.shpl.ru/ru/nodes/111336,
gpib,Смоленский уезд,карта,Фрагменткарты«Orbis Terrarum Typus De Integro Multis In Locis Emendatus auctore Petro Plancio» Петрус,,,http://elib.shpl.ru/ru/nodes/114069,
gpib,Смоленский уезд,карта,географическо-статистический ЧердынскогоуездаПермской губернии : с приложениемкартыбассейна р. Камы и иллюстрациями,,,http://elib.shpl.ru/ru/nodes/84389,
gpib,Смоленский уезд,карта,КартаБелозерскогоуезда. 1865,1865,1865,http://elib.shpl.ru/ru/nodes/5391,
gpib,Смоленский уезд,карта,"Фрагменткарты«Generale pascaerte van gantsch Europa:  inhoudende de geheele Oostersche, Noortsche en",,,http://elib.shpl.ru/ru/nodes/114068,
gpib,Смоленский уезд,карта,ВерхотурскогоуездаПермской губернии с общим историческо-экономическим очерком и приложениемкартыУездав границах,,,http://elib.shpl.ru/ru/nodes/84390,
gpib,Смоленский уезд,карта,Фрагменткарты«Polus Arcticus» из атласа «Atlas Sive Cosmographicae Meditationes de Fabrica  Mundi et,,,http://elib.shpl.ru/ru/nodes/114080,
gpib,Смоленский уезд,карта,КартаСмоленскойгубернии 1907 г.,1907,1907,http://elib.shpl.ru/ru/nodes/115082,
gpib,Смоленский уезд,карта,КартаСмоленскойгубернии 1907 г.,1907,1907,http://elib.shpl.ru/ru/nodes/116312,
gpib,Смоленский уезд,карта,Картадля объяснения действий в окрестностяхСмоленска,,,http://elib.shpl.ru/ru/nodes/77313,
gpib,Смоленский уезд,карта,Картадвижений войск от Малоярославца доСмоленска,,,http://elib.shpl.ru/ru/nodes/77319,
gpib,Смоленский уезд,карта,Картадля объяснения действий в окрестностяхСмоленска,,,http://elib.shpl.ru/ru/nodes/76002,
gpib,Смоленский уезд,карта,"КартаСмоленского, Калужского и Могилевского наместничеств",,,http://elib.shpl.ru/ru/nodes/58873,
gpib,Смоленский уезд,карта,Картаволостей Гродненской губернии,,,http://elib.shpl.ru/ru/nodes/115461,
gpib,Смоленский уезд,карта,"Русско-японская война (1904-1905).КартаДальнего Востока. – СПб., 1904.",1904,1905,http://elib.shpl.ru/ru/nodes/110320,
gpib,Смоленский уезд,карта,Ельчанинов А. И. Русские географические названия накартеМирового океана как объект нематериального культурного,,,http://elib.shpl.ru/ru/nodes/114993,
gpib,Смоленский уезд,карта,План городаСмоленска1905 г.,,,http://elib.shpl.ru/ru/nodes/117239,
gpib,Смоленский уезд,карта,"Фрагменткарты«Europam ab Asia & Africa segregant Mare mediterraneum, Euxinus Pontus  (nunc Mare Majus)",,,http://elib.shpl.ru/ru/nodes/114077,
gpib,Смоленский уезд,карта,Карта«Новая Земля. Культурное и природное наследие» к 60-летию создания ЦП РФ. Масштаб 1 : 1 000 000,,,http://elib.shpl.ru/ru/nodes/111428,
gpib,Смоленский уезд,карта,Карта«Carta Marina Et Descriptio Septemtrionalium Terrarum Ac Mirabilium Rerum  In Eis Contentarum Diligentissime,,,http://elib.shpl.ru/ru/nodes/114043,
gpib,Смоленский уезд,карта,Остров Геркулес на топографическойкарте,,,http://elib.shpl.ru/ru/nodes/109255,
gpib,Смоленский уезд,карта,Мещовскийуезд. Вып. 2 : Текст : с приложением схематической почвеннойкартыМещовскогоуезда. - 1912.,1912,1912,http://elib.shpl.ru/ru/nodes/78314,
gpib,Смоленский уезд,карта,"Земскаякарта1894 г. : Саратовскийуезд, Самарская губерния",,,http://elib.shpl.ru/ru/nodes/115203,
gpib,Смоленский уезд,карта,Картацерковных приходов Можайскогоуезда,,,http://elib.shpl.ru/ru/nodes/3714,
gpib,Смоленский уезд,карта,Картанаселенности Европейской России поуездам,,,http://elib.shpl.ru/ru/nodes/10465,
gpib,Смоленский уезд,карта,Картазападной части Эмъиногорскогоуезда,,,http://elib.shpl.ru/ru/nodes/51846,
gpib,Смоленский уезд,карта,КартаРжевскогоуезда[1880-е].,1880,1880,http://elib.shpl.ru/ru/nodes/94531,
gpib,Смоленский уезд,карта,КартаАрхангельской Губернии Шенкурскогоуезда,,,http://elib.shpl.ru/ru/nodes/113165,
gpib,Смоленский уезд,карта,КартаЗубцовскогоуездаТверской губернии,,,http://elib.shpl.ru/ru/nodes/115071,
gpib,Смоленский уезд,карта,КартаСтарорусскогоуездаНовгородской губернии,,,http://elib.shpl.ru/ru/nodes/115159,
gpib,Смоленский уезд,карта,КартаЛукояновскогоуездаНижегородской губернии,,,http://elib.shpl.ru/ru/nodes/118043,
gpib,Смоленский уезд,карта,Схематическаякартаволостей Белевскогоуезда,,,http://elib.shpl.ru/ru/nodes/116895,
gpib,Смоленский уезд,карта,КартаКемскогоуездаАрхангельской губ.,,,http://elib.shpl.ru/ru/nodes/95635,
gpib,Смоленский уезд,карта,КартаБалашовскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53940,
gpib,Смоленский уезд,карта,КартаВольскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53942,
gpib,Смоленский уезд,карта,КартаКамышинскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53944,
gpib,Смоленский уезд,карта,КартаКузнецкогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53946,
gpib,Смоленский уезд,карта,КартаСаратовскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53948,
gpib,Смоленский уезд,карта,КартаОрловскогоуездаВятской губернии,,,http://elib.shpl.ru/ru/nodes/81170,
gpib,Смоленский уезд,карта,КартаПримытарской части Липецкогоуезда,,,http://elib.shpl.ru/ru/nodes/113139,
gpib,Смоленский уезд,карта,"Этнографическаякартабелорусского племени. - Пг., 1917. - (Труды Комиссии по изучению племенного состава",1917,1917,http://elib.shpl.ru/ru/nodes/46413,
gpib,Смоленский уезд,карта,Картаволостей Астраханской губернии,,,http://elib.shpl.ru/ru/nodes/115465,
gpib,Смоленский уезд,карта,ФизическаякартаСмоленскойгубернии 1857 г.,1857,1857,http://elib.shpl.ru/ru/nodes/115080,
gpib,Смоленский уезд,карта,КартатерриторииСмоленскогокняжества в XII–XIII в.,,,http://elib.shpl.ru/ru/nodes/115905,
gpib,Смоленский уезд,карта,"Диалектологическаякарта: Южновеликорусское наречие,Смоленск, Чернигов",,,http://elib.shpl.ru/ru/nodes/115801,
gpib,Смоленский уезд,карта,ФизическаякартаСмоленскойгубернии 1857 г.,1857,1857,http://elib.shpl.ru/ru/nodes/116829,
gpib,Смоленский уезд,карта,… в 1899 году : [прилагается дорожнаякартаСибири]. - 1899. -  (Справочные издания Переселенческого,1899,1899,http://elib.shpl.ru/ru/nodes/45981,
gpib,Смоленский уезд,карта,... в 1900 году : [прилагается путеваякартаСибири]. - 1900. - (Справочные издания Переселенческого,1900,1900,http://elib.shpl.ru/ru/nodes/45992,
gpib,Смоленский уезд,карта,"Московской губернии : С алфавитным указателем икартойМосковской губ. - М., 1913.",1913,1913,http://elib.shpl.ru/ru/nodes/8422,
gpib,Смоленский уезд,карта,Картаволостей Вологодской губернии,,,http://elib.shpl.ru/ru/nodes/115475,
gpib,Смоленский уезд,карта,План г.Смоленска,,,http://elib.shpl.ru/ru/nodes/89501,
gpib,Смоленский уезд,карта,План военных лагерей подСмоленском,,,http://elib.shpl.ru/ru/nodes/89502,
gpib,Смоленский уезд,карта,Поквартальный планСмоленска,,,http://elib.shpl.ru/ru/nodes/89503,
gpib,Смоленский уезд,карта,"Русско-японская война (1904-1905).Картатеатра Русско-японской войны : (Япония, Корея, Восточный Китай",1904,1905,http://elib.shpl.ru/ru/nodes/110319,
gpib,Смоленский уезд,карта,Новаякартатеатра военных действий : Маньчжурия и Корея : с алфавитным указателем и дополнительными,,,http://elib.shpl.ru/ru/nodes/108064,
gpib,Смоленский уезд,чертёж,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Смоленский уезд,чертёж,"План земель г.Смоленск, смежных с выгонными землями и казенными дачами. Рубеж XVIII–XIX вв.",,,http://elib.shpl.ru/ru/nodes/111336,
gpib,Смоленский уезд,чертёж,Карта ДорогобужскогоуездаСмоленскойгубернии 1888 г.,1888,1888,http://elib.shpl.ru/ru/nodes/114570,
gpib,Смоленский уезд,чертёж,План городаСмоленска1905 г.,,,http://elib.shpl.ru/ru/nodes/117239,
gpib,Смоленский уезд,чертёж,КартаСмоленскойгубернии 1907 г.,1907,1907,http://elib.shpl.ru/ru/nodes/116312,
gpib,Смоленский уезд,чертёж,Физическая картаСмоленскойгубернии 1857 г.,1857,1857,http://elib.shpl.ru/ru/nodes/116829,
gpib,Смоленский уезд,чертёж,"Карта Юхновскогоуезда1887 г. (Смоленскаягуберния), р. Вязьма",,,http://elib.shpl.ru/ru/nodes/114554,
gpib,Смоленский уезд,чертёж,План г.Смоленска,,,http://elib.shpl.ru/ru/nodes/89501,
gpib,Смоленский уезд,чертёж,План военных лагерей подСмоленском,,,http://elib.shpl.ru/ru/nodes/89502,
gpib,Смоленский уезд,чертёж,Поквартальный планСмоленска,,,http://elib.shpl.ru/ru/nodes/89503,
gpib,Смоленский уезд,чертёж,Схема вступления французов вСмоленск,,,http://elib.shpl.ru/ru/nodes/106170,
gpib,Смоленский уезд,чертёж,План сражения подСмоленском,,,http://elib.shpl.ru/ru/nodes/106171,
gpib,Смоленский уезд,чертёж,Богодуховскийуезд: земские дачи,,,http://elib.shpl.ru/ru/nodes/116593,
gpib,Смоленский уезд,чертёж,КартаСмоленска,,,http://elib.shpl.ru/ru/nodes/76004,
gpib,Смоленский уезд,чертёж,"Санитарное исследование фабрик и заводовСмоленскойгубернии. -Смоленск, 1894-1896.",1894,1896,http://elib.shpl.ru/ru/nodes/66985,
gpib,Смоленский уезд,топографическая,Инструментальная военно-топографическаясъемка Московской губернии в окресностях г. Москвы 1838 г.,1838,1838,http://elib.shpl.ru/ru/nodes/109548,
gpib,Смоленский уезд,топографическая,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Смоленский уезд,топографическая,Остров Геркулес натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109255,
